Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,row
9,3,Fradique Coutinho,-23.5661,-46.6841,40,34785,56,51,6,REABASTECER,20,2018-10-19,43,10369
15,20,Fradique Coutinho,-23.5661,-46.6841,13,35143,13,53,19,NORMAL,27,2018-10-28,46,10378
2,23,Fradique Coutinho,-23.5661,-46.6841,43,34632,61,86,43,REABASTECER,23,2018-11-13,7,10393
40,18,Fradique Coutinho,-23.5661,-46.6841,11,36870,37,18,28,NORMAL,26,2019-03-01,16,10501
5,14,Luz,-23.5365,-46.6332,10,124825,37,66,28,NORMAL,21,2019-05-23,28,11303
18,21,Luz,-23.5365,-46.6332,43,127808,52,24,41,NORMAL,29,2019-07-12,29,11352
4,41,República,-23.5436,-46.6434,40,110054,42,41,43,REABASTECER,3,2018-02-13,54,6523
38,34,República,-23.5436,-46.6434,37,109399,36,21,36,NORMAL,38,2018-02-15,40,6525
43,15,República,-23.5436,-46.6434,8,108736,33,67,43,NORMAL,31,2018-03-06,27,6546
8,20,Luz,-23.5365,-46.6332,43,126425,43,21,34,NORMAL,28,2019-11-17,23,11477
21,39,República,-23.5436,-46.6434,23,110704,33,54,6,REABASTECER,43,2018-05-09,49,6609
27,31,Ana Rosa,-23.5813,-46.6383,18,66339,24,42,32,NORMAL,34,2018-04-22,33,11632
18,13,República,-23.5436,-46.6434,26,107770,55,41,20,NORMAL,43,2018-09-21,4,6741
32,43,Luz,-23.5365,-46.6332,4,125884,58,29,24,REABASTECER,17,2018-06-04,49,10954
21,36,República,-23.5436,-46.6434,20,109089,65,52,30,NORMAL,26,2019-02-21,9,6891
13,12,Ana Rosa,-23.5813,-46.6383,17,66654,50,55,15,REABASTECER,15,2019-02-08,6,11918
26,17,Ana Rosa,-23.5813,-46.6383,16,63921,56,27,26,NORMAL,24,2019-03-08,15,11948
37,16,Sé,-23.55,-46.6333,16,192217,43,86,5,REABASTECER,3,2019-08-03,42,4173
24,8,Tamanduateí,-23.5929,-46.5897,26,53384,53,12,40,REABASTECER,25,2019-09-01,39,3481
13,15,Brás,-23.5451,-46.6162,12,73424,12,34,18,NORMAL,34,2018-04-01,32,4411
27,17,Moema,-23.5489,-46.6388,37,19796,58,2,36,REABASTECER,19,2018-10-10,47,16840
36,31,Brás,-23.5451,-46.6162,34,74066,45,51,12,NORMAL,16,2018-09-28,40,4588
29,43,Hospital São Paulo,-23.5984,-46.6455,13,26720,21,21,13,REABASTECER,3,2019-12-21,59,17007
11,33,Brás,-23.5451,-46.6162,20,73879,32,71,20,NORMAL,26,2018-12-16,38,4666
12,9,Sé,-23.55,-46.6333,2,195044,44,66,25,REABASTECER,26,2019-04-03,60,4053
32,32,Brás,-23.5451,-46.6162,36,71250,65,86,43,NORMAL,43,2019-07-12,55,4872
4,36,Brás,-23.5451,-46.6162,31,73918,21,50,26,REABASTECER,8,2019-10-03,11,4953
28,6,Sé,-23.55,-46.6333,23,191518,6,21,33,NORMAL,20,2019-10-28,29,4258
18,31,Paraíso,-23.57677,-46.63933,43,73085,45,24,43,NORMAL,7,2019-03-19,65,439
41,23,Brás,-23.5451,-46.6162,30,73612,4,12,28,NORMAL,2,2018-02-04,27,4354
5,37,Brás,-23.5451,-46.6162,12,74113,34,23,33,REABASTECER,15,2018-02-12,42,4362
34,19,Barra Funda,-23.5542,-46.6707,43,150059,10,77,26,REABASTECER,40,2018-05-21,9,5181
20,24,Brás,-23.5451,-46.6162,2,73605,42,13,30,REABASTECER,43,2018-08-10,27,4540
21,24,Barra Funda,-23.5542,-46.6707,25,150731,44,67,43,NORMAL,43,2018-10-05,12,5315
11,39,Barra Funda,-23.5542,-46.6707,30,147204,30,86,19,NORMAL,43,2019-02-01,65,5431
14,8,Barra Funda,-23.5542,-46.6707,31,147956,36,78,18,REABASTECER,5,2019-02-11,65,5441
43,6,Brás,-23.5451,-46.6162,38,72624,10,22,25,REABASTECER,30,2019-02-20,60,4730
17,20,Brigadeiro,-23.5683,-46.6482,7,49179,51,28,19,NORMAL,31,2018-05-27,65,867
19,25,Brigadeiro,-23.5683,-46.6482,35,48870,58,3,20,NORMAL,24,2019-04-03,44,1173
38,35,Barra Funda,-23.5542,-46.6707,25,149945,19,5,9,NORMAL,39,2018-02-22,49,5092
43,24,Barra Funda,-23.5542,-46.6707,8,148690,38,46,8,NORMAL,29,2018-08-14,15,5264
2,10,Barra Funda,-23.5542,-46.6707,17,149784,34,54,5,REABASTECER,43,2019-04-05,16,5495
5,1,Barra Funda,-23.5542,-46.6707,43,147189,9,46,34,REABASTECER,36,2019-05-11,31,5531
34,17,Tatuapé,-23.5402,-46.5765,12,67289,14,32,35,NORMAL,41,2019-06-25,61,6295
22,26,Tatuapé,-23.5402,-46.5765,36,69633,41,76,29,NORMAL,30,2019-11-08,6,6428
31,19,República,-23.5436,-46.6434,36,107791,2,68,28,REABASTECER,10,2018-09-18,24,6738
8,24,Trianon-Masp,-23.5634,-46.6544,27,43582,38,25,7,NORMAL,19,2019-12-17,8,2147
39,23,Tatuapé,-23.5402,-46.5765,43,67167,10,46,35,NORMAL,22,2019-02-15,45,6165
37,14,Tatuapé,-23.5402,-46.5765,20,69228,3,41,21,REABASTECER,23,2019-04-16,33,6226
43,27,República,-23.5436,-46.6434,20,109910,20,19,31,NORMAL,27,2019-06-09,36,6999
29,21,República,-23.5436,-46.6434,17,108582,6,77,20,NORMAL,12,2019-06-12,13,7002
18,16,República,-23.5436,-46.6434,3,110130,53,12,41,NORMAL,38,2019-06-27,40,7017
17,33,Tatuapé,-23.5402,-46.5765,25,70456,54,4,15,REABASTECER,25,2019-06-19,38,6289
6,33,Tatuapé,-23.5402,-46.5765,34,69936,44,52,43,REABASTECER,16,2019-07-03,65,6303
31,28,Tatuapé,-23.5402,-46.5765,31,67922,51,54,43,REABASTECER,5,2019-12-06,65,6456
22,19,República,-23.5436,-46.6434,32,109674,47,86,11,REABASTECER,4,2018-04-27,5,6597
39,32,Higienópolis-Mackenzie,-23.5488,-46.6519,11,92875,43,86,31,NORMAL,43,2018-08-15,37,7425
30,20,Higienópolis-Mackenzie,-23.5488,-46.6519,3,91006,27,58,23,NORMAL,26,2018-08-18,11,7428
3,4,Consolação,-23.5581,-46.6606,15,111953,9,19,36,NORMAL,26,2019-12-13,65,2863
16,7,República,-23.5436,-46.6434,9,108458,51,70,22,NORMAL,17,2019-03-25,30,6925
15,6,Tamanduateí,-23.5929,-46.5897,27,50585,65,35,37,REABASTECER,37,2018-03-28,56,2968
13,28,Higienópolis-Mackenzie,-23.5488,-46.6519,31,92172,13,73,22,NORMAL,20,2019-07-22,47,7762
12,10,República,-23.5436,-46.6434,43,108914,26,62,25,NORMAL,30,2019-09-01,65,7081
3,8,Tamanduateí,-23.5929,-46.5897,35,51974,44,44,31,REABASTECER,39,2018-09-23,3,3143
31,34,República,-23.5436,-46.6434,12,108586,58,47,22,NORMAL,43,2019-11-25,15,7165
10,14,Tamanduateí,-23.5929,-46.5897,41,52461,48,30,36,NORMAL,43,2018-10-03,4,3153
8,25,Faria Lima,-23.5675,-46.6929,29,54985,12,67,11,NORMAL,37,2018-01-21,61,7941
16,33,Tamanduateí,-23.5929,-46.5897,19,49694,20,44,11,NORMAL,9,2018-11-25,22,3205
2,29,Paraíso,-23.57677,-46.63933,36,70450,10,38,40,REABASTECER,29,2018-01-24,37,24
40,34,Tamanduateí,-23.5929,-46.5897,30,51954,26,73,30,NORMAL,21,2019-11-04,39,3544
43,27,Paraíso,-23.57677,-46.63933,7,71837,65,86,18,NORMAL,17,2018-11-24,56,324
18,10,Paraíso,-23.57677,-46.63933,4,70748,15,5,35,REABASTECER,32,2018-12-12,65,342
22,41,Sé,-23.55,-46.6333,34,194287,35,50,12,REABASTECER,5,2018-01-30,55,3630
41,9,Paraíso,-23.57677,-46.63933,34,71149,55,14,14,NORMAL,10,2018-12-28,20,358
13,33,Sé,-23.55,-46.6333,36,191380,38,69,12,NORMAL,25,2018-05-08,51,3728
3,9,Paraíso,-23.57677,-46.63933,11,70082,15,86,4,REABASTECER,41,2019-10-09,45,639
10,5,Brás,-23.5451,-46.6162,40,73334,36,70,31,REABASTECER,34,2019-02-07,17,4717
6,10,Brigadeiro,-23.5683,-46.6482,25,47311,22,16,21,NORMAL,23,2018-02-22,40,772
12,8,Brigadeiro,-23.5683,-46.6482,43,48700,31,36,18,NORMAL,43,2018-04-14,43,824
37,27,Sé,-23.55,-46.6333,28,194876,13,37,43,REABASTECER,3,2019-07-02,65,4142
6,27,Sé,-23.55,-46.6333,26,191577,58,26,16,REABASTECER,19,2019-07-30,58,4170
10,17,Brigadeiro,-23.5683,-46.6482,4,47457,36,39,30,NORMAL,21,2018-07-10,16,910
18,23,Brigadeiro,-23.5683,-46.6482,15,46881,55,79,20,NORMAL,15,2018-09-11,65,971
13,20,Brigadeiro,-23.5683,-46.6482,10,49335,48,66,17,NORMAL,10,2018-09-12,58,972
24,26,Brás,-23.5451,-46.6162,22,70650,23,56,23,NORMAL,43,2018-03-29,45,4409
31,34,Barra Funda,-23.5542,-46.6707,36,150118,60,12,13,REABASTECER,11,2018-10-02,28,5312
22,37,Barra Funda,-23.5542,-46.6707,17,150537,59,66,3,REABASTECER,7,2018-10-25,15,5335
5,25,Barra Funda,-23.5542,-46.6707,11,148087,15,77,12,REABASTECER,43,2019-01-22,65,5422
19,42,Barra Funda,-23.5542,-46.6707,34,148035,42,13,27,NORMAL,7,2019-01-29,14,5429
43,43,Brás,-23.5451,-46.6162,8,72872,65,64,19,REABASTECER,23,2019-05-13,1,4813
23,11,Brás,-23.5451,-46.6162,14,71764,65,48,4,REABASTECER,32,2019-08-04,37,4894
21,30,Trianon-Masp,-23.5634,-46.6544,43,42973,44,34,33,NORMAL,4,2018-07-03,40,1623
11,37,Barra Funda,-23.5542,-46.6707,22,149656,39,66,37,NORMAL,27,2019-09-16,27,5656
8,16,Barra Funda,-23.5542,-46.6707,15,147508,50,75,19,NORMAL,7,2018-03-11,42,5111
28,18,Barra Funda,-23.5542,-46.6707,40,150125,51,86,20,NORMAL,19,2018-06-16,26,5206
40,23,Tatuapé,-23.5402,-46.5765,17,68496,10,56,40,NORMAL,34,2018-08-24,47,5994
8,18,Tatuapé,-23.5402,-46.5765,26,70749,32,60,22,NORMAL,4,2018-10-01,45,6031
22,39,Tatuapé,-23.5402,-46.5765,32,67616,13,15,7,NORMAL,11,2018-11-11,25,6071
14,16,Barra Funda,-23.5542,-46.6707,43,148368,35,41,2,NORMAL,5,2019-04-15,14,5505
43,8,Barra Funda,-23.5542,-46.6707,43,147569,12,16,32,NORMAL,40,2019-06-22,65,5572
40,29,Tatuapé,-23.5402,-46.5765,26,69535,37,34,37,NORMAL,8,2019-07-05,52,6305
39,11,Consolação,-23.5581,-46.6606,28,114319,39,53,26,NORMAL,24,2018-09-28,30,2428
37,34,Tatuapé,-23.5402,-46.5765,39,70519,65,76,9,NORMAL,15,2019-12-04,17,6454
38,10,Tatuapé,-23.5402,-46.5765,6,67483,20,41,6,REABASTECER,10,2018-03-24,61,5844
43,40,Consolação,-23.5581,-46.6606,40,113661,12,63,43,NORMAL,23,2019-07-26,25,2726
19,40,Tatuapé,-23.5402,-46.5765,11,70996,44,7,12,REABASTECER,43,2019-02-10,11,6160
43,15,Tamanduateí,-23.5929,-46.5897,17,53378,13,86,12,REABASTECER,9,2018-01-10,2,2890
20,38,República,-23.5436,-46.6434,36,108961,54,70,3,NORMAL,37,2019-06-05,65,6995
5,36,Tamanduateí,-23.5929,-46.5897,10,51939,51,13,26,REABASTECER,27,2018-04-01,42,2971
26,21,República,-23.5436,-46.6434,10,108511,48,49,37,NORMAL,34,2019-09-30,65,7110
27,43,Tamanduateí,-23.5929,-46.5897,7,51543,23,46,25,NORMAL,23,2018-10-19,23,3169
13,34,Higienópolis-Mackenzie,-23.5488,-46.6519,11,90161,34,48,9,NORMAL,20,2018-02-09,60,7239
23,15,República,-23.5436,-46.6434,43,108612,26,47,32,NORMAL,43,2019-01-16,48,6856
22,41,República,-23.5436,-46.6434,10,108245,45,17,6,REABASTECER,34,2019-05-14,15,6974
43,35,Higienópolis-Mackenzie,-23.5488,-46.6519,12,92852,49,77,43,NORMAL,43,2019-07-04,65,7744
23,30,Tamanduateí,-23.5929,-46.5897,26,50712,13,45,14,NORMAL,19,2018-10-10,22,3160
19,7,Tamanduateí,-23.5929,-46.5897,32,50982,20,63,15,NORMAL,31,2019-04-03,30,3333
10,12,Brás,-23.5451,-46.6162,7,70761,34,54,20,NORMAL,20,2019-07-07,28,4867
43,35,Barra Funda,-23.5542,-46.6707,14,147871,11,22,43,NORMAL,4,2018-12-21,29,5391
43,41,Brás,-23.5451,-46.6162,16,70684,16,30,17,NORMAL,41,2019-09-03,24,4923
9,24,Barra Funda,-23.5542,-46.6707,42,146756,30,59,13,REABASTECER,4,2019-02-21,65,5451
38,24,Sé,-23.55,-46.6333,13,194339,54,66,30,REABASTECER,16,2018-02-07,6,3637
20,14,Barra Funda,-23.5542,-46.6707,3,149821,65,61,35,REABASTECER,20,2018-02-16,24,5086
22,9,Barra Funda,-23.5542,-46.6707,30,147798,57,15,15,NORMAL,11,2018-07-20,47,5240
41,34,Barra Funda,-23.5542,-46.6707,18,150331,34,43,38,REABASTECER,25,2018-07-26,6,5246
16,9,Sé,-23.55,-46.6333,8,194916,25,24,8,NORMAL,10,2018-10-04,42,3874
2,41,Sé,-23.55,-46.6333,8,193637,39,66,18,NORMAL,5,2019-11-13,59,4273
6,18,Tatuapé,-23.5402,-46.5765,34,67598,35,75,36,REABASTECER,38,2019-04-12,65,6222
30,13,Brás,-23.5451,-46.6162,23,74406,63,78,19,NORMAL,37,2018-02-06,15,4356
29,40,Tatuapé,-23.5402,-46.5765,29,68985,62,86,43,NORMAL,43,2018-04-26,37,5876
4,12,Tatuapé,-23.5402,-46.5765,5,68909,40,73,13,REABASTECER,43,2018-09-11,65,6011
7,25,Tatuapé,-23.5402,-46.5765,19,67636,65,7,14,REABASTECER,4,2018-12-26,35,6116
43,43,Brás,-23.5451,-46.6162,9,74238,19,86,43,NORMAL,11,2019-04-15,61,4785
15,9,Tatuapé,-23.5402,-46.5765,43,67724,61,55,8,NORMAL,25,2019-07-12,8,6312
22,38,Tatuapé,-23.5402,-46.5765,26,67069,5,8,12,NORMAL,25,2019-08-13,43,6343
25,22,República,-23.5436,-46.6434,13,109595,65,40,8,REABASTECER,5,2019-06-24,60,7014
31,20,República,-23.5436,-46.6434,17,109103,14,14,24,NORMAL,25,2018-02-07,26,6517
17,20,República,-23.5436,-46.6434,11,108319,58,86,43,NORMAL,43,2019-07-07,34,7027
28,33,República,-23.5436,-46.6434,29,109273,65,86,10,REABASTECER,4,2019-07-16,36,7036
12,6,República,-23.5436,-46.6434,27,109669,26,86,27,REABASTECER,28,2018-05-23,17,6623
10,8,República,-23.5436,-46.6434,33,107839,9,56,12,NORMAL,9,2019-10-17,23,7127
32,23,República,-23.5436,-46.6434,17,111034,62,34,12,NORMAL,14,2018-07-11,26,6671
20,43,República,-23.5436,-46.6434,14,107235,31,23,13,NORMAL,36,2018-08-16,38,6706
40,6,Higienópolis-Mackenzie,-23.5488,-46.6519,3,89799,40,14,19,REABASTECER,32,2018-01-25,24,7225
31,18,República,-23.5436,-46.6434,43,107647,31,53,3,NORMAL,33,2019-04-22,43,6952
26,28,Barra Funda,-23.5542,-46.6707,10,149945,13,64,32,NORMAL,29,2019-03-18,65,5478
14,15,Barra Funda,-23.5542,-46.6707,11,149536,21,74,43,NORMAL,3,2019-05-08,53,5528
35,29,Barra Funda,-23.5542,-46.6707,29,150357,65,4,19,NORMAL,36,2019-06-14,52,5564
15,10,República,-23.5436,-46.6434,43,108128,20,78,21,NORMAL,15,2019-10-15,38,7125
21,29,Barra Funda,-23.5542,-46.6707,16,147483,41,28,38,NORMAL,40,2019-10-17,13,5687
43,19,Higienópolis-Mackenzie,-23.5488,-46.6519,32,93375,31,78,15,NORMAL,31,2018-05-02,32,7322
19,26,Tatuapé,-23.5402,-46.5765,15,68442,30,8,39,NORMAL,20,2018-07-15,54,5955
33,14,Faria Lima,-23.5675,-46.6929,43,51235,24,55,35,NORMAL,30,2018-04-10,30,8020
35,5,Faria Lima,-23.5675,-46.6929,40,52010,41,55,43,REABASTECER,17,2018-10-30,65,8220
37,26,Vila Mariana,-23.5895,-46.6346,8,24962,32,23,10,REABASTECER,37,2019-07-01,3,14221
33,31,Paraíso,-23.57677,-46.63933,14,70470,59,79,13,NORMAL,23,2019-03-04,43,424
43,15,Paraíso,-23.57677,-46.63933,28,73185,19,53,20,NORMAL,31,2019-03-25,22,445
17,18,Paraíso,-23.57677,-46.63933,3,71998,21,37,5,REABASTECER,39,2019-09-16,26,616
12,27,Paraíso,-23.57677,-46.63933,27,73830,7,35,14,REABASTECER,10,2019-10-30,31,660
4,36,Brooklin,-23.6263,-46.6878,21,27774,26,64,32,REABASTECER,37,2018-04-12,57,14502
43,32,Brigadeiro,-23.5683,-46.6482,15,48982,50,66,43,NORMAL,38,2019-11-27,24,1407
18,28,Brigadeiro,-23.5683,-46.6482,33,47373,17,6,21,NORMAL,17,2019-12-03,51,1413
24,39,Brigadeiro,-23.5683,-46.6482,8,48832,23,86,25,NORMAL,20,2019-12-13,49,1423
4,12,Trianon-Masp,-23.5634,-46.6544,36,45711,63,68,33,REABASTECER,24,2018-04-27,38,1557
28,12,Trianon-Masp,-23.5634,-46.6544,27,42886,9,45,40,REABASTECER,21,2018-05-26,44,1586
38,6,Brigadeiro,-23.5683,-46.6482,21,46183,8,24,28,NORMAL,43,2018-11-18,56,1038
32,40,Trianon-Masp,-23.5634,-46.6544,43,42570,33,37,22,NORMAL,14,2018-10-18,28,1728
27,37,Brooklin,-23.6263,-46.6878,38,27101,60,10,11,REABASTECER,39,2019-07-27,60,14967
24,36,Brigadeiro,-23.5683,-46.6482,38,48658,47,69,7,NORMAL,4,2019-06-18,38,1248
18,22,Brooklin,-23.6263,-46.6878,21,27298,28,39,26,NORMAL,21,2019-12-07,40,15097
30,12,Brigadeiro,-23.5683,-46.6482,40,47148,50,5,36,NORMAL,31,2019-12-21,9,1431
26,36,Consolação,-23.5581,-46.6606,9,114600,52,86,31,REABASTECER,6,2019-09-01,43,2761
22,32,Eucaliptos,-23.61,-46.6686,20,25327,39,64,10,REABASTECER,6,2018-05-26,5,15986
22,32,Consolação,-23.5581,-46.6606,34,112613,65,54,29,NORMAL,9,2018-03-15,17,2235
6,8,Eucaliptos,-23.61,-46.6686,14,23470,31,45,18,NORMAL,39,2018-12-15,65,16185
36,20,Tamanduateí,-23.5929,-46.5897,11,53394,55,27,43,NORMAL,32,2018-07-24,48,3084
4,28,Tamanduateí,-23.5929,-46.5897,7,53203,24,59,19,NORMAL,30,2018-09-04,18,3124
43,8,Consolação,-23.5581,-46.6606,38,114362,61,31,13,NORMAL,35,2019-02-24,26,2574
11,9,Tamanduateí,-23.5929,-46.5897,36,50110,44,73,9,REABASTECER,18,2019-02-11,9,3281
17,37,Consolação,-23.5581,-46.6606,32,113465,24,65,40,NORMAL,35,2019-04-22,25,2632
27,43,Eucaliptos,-23.61,-46.6686,40,21585,34,49,37,NORMAL,23,2019-10-25,44,16495
43,21,Tamanduateí,-23.5929,-46.5897,37,51270,17,58,19,NORMAL,3,2019-08-26,2,3476
12,24,Tamanduateí,-23.5929,-46.5897,39,52204,51,86,33,NORMAL,27,2018-02-17,16,2927
10,32,Moema,-23.5489,-46.6388,26,18773,10,77,29,NORMAL,21,2018-05-24,15,16704
35,5,Moema,-23.5489,-46.6388,30,16938,13,34,18,REABASTECER,43,2018-07-20,43,16760
43,36,Tamanduateí,-23.5929,-46.5897,8,50385,51,86,32,NORMAL,28,2018-06-25,53,3055
15,16,Tamanduateí,-23.5929,-46.5897,13,49639,11,10,15,REABASTECER,10,2018-07-10,23,3070
29,18,Hospital São Paulo,-23.5984,-46.6455,4,23893,8,35,17,REABASTECER,22,2019-10-27,24,16953
4,21,Sé,-23.55,-46.6333,9,194855,10,15,7,NORMAL,17,2019-04-16,45,4066
21,26,Tamanduateí,-23.5929,-46.5897,28,51611,52,79,8,NORMAL,27,2019-11-21,65,3561
8,27,Brás,-23.5451,-46.6162,32,73294,53,47,43,NORMAL,15,2018-03-13,28,4393
5,10,Paraíso,-23.57677,-46.63933,43,72024,33,27,28,NORMAL,37,2019-04-25,9,475
27,20,Brás,-23.5451,-46.6162,26,71089,38,24,37,NORMAL,43,2018-10-01,25,4591
8,15,Brás,-23.5451,-46.6162,10,70694,9,74,18,REABASTECER,29,2018-10-05,65,4595
30,22,República,-23.5436,-46.6434,37,107184,65,62,34,NORMAL,7,2018-11-13,17,6793
31,21,República,-23.5436,-46.6434,8,107545,33,67,41,NORMAL,7,2019-01-14,65,6854
38,28,Luz,-23.5365,-46.6332,26,124428,45,11,25,REABASTECER,14,2018-12-09,29,11139
33,26,Luz,-23.5365,-46.6332,34,124761,10,33,5,NORMAL,41,2019-01-03,45,11163
20,38,Ana Rosa,-23.5813,-46.6383,22,66920,65,9,23,REABASTECER,21,2019-03-19,9,11959
43,10,Luz,-23.5365,-46.6332,43,126992,58,45,30,REABASTECER,4,2019-04-01,35,11251
33,34,Ana Rosa,-23.5813,-46.6383,41,67099,55,11,29,REABASTECER,8,2019-06-10,26,12040
30,37,Ana Rosa,-23.5813,-46.6383,19,64883,18,45,35,NORMAL,7,2019-07-12,50,12072
9,19,Luz,-23.5365,-46.6332,25,126058,26,13,19,NORMAL,20,2019-09-08,13,11408
33,30,Luz,-23.5365,-46.6332,31,124753,11,10,20,REABASTECER,13,2019-11-10,65,11470
31,18,São Joaquim,-23.5618,-46.6389,25,32790,50,43,41,NORMAL,27,2018-02-18,39,12288
38,24,Ana Rosa,-23.5813,-46.6383,25,66023,11,62,9,NORMAL,7,2018-01-21,51,11541
43,30,São Joaquim,-23.5618,-46.6389,28,33673,65,22,16,NORMAL,13,2018-04-06,52,12336
4,2,Higienópolis-Mackenzie,-23.5488,-46.6519,24,90867,3,12,3,NORMAL,4,2018-07-10,5,7390
8,26,Higienópolis-Mackenzie,-23.5488,-46.6519,35,89636,62,74,4,REABASTECER,10,2018-10-17,52,7487
11,20,São Joaquim,-23.5618,-46.6389,29,36519,20,61,20,NORMAL,16,2018-11-25,17,12565
43,38,Faria Lima,-23.5675,-46.6929,28,54602,41,39,18,NORMAL,41,2018-03-15,10,7995
43,43,São Judas,-23.6255,-46.6411,17,14592,38,50,38,NORMAL,8,2018-02-11,54,13001
19,16,São Judas,-23.6255,-46.6411,7,14451,8,14,10,NORMAL,40,2018-06-02,17,13112
11,29,São Judas,-23.6255,-46.6411,28,15464,34,40,25,NORMAL,23,2018-09-15,23,13215
13,28,Faria Lima,-23.5675,-46.6929,17,53892,22,5,27,REABASTECER,39,2018-11-05,31,8225
43,27,São Joaquim,-23.5618,-46.6389,22,32882,40,64,35,REABASTECER,30,2018-08-12,7,12462
9,36,São Joaquim,-23.5618,-46.6389,31,34320,52,59,3,REABASTECER,34,2018-08-22,65,12472
22,20,São Joaquim,-23.5618,-46.6389,31,34124,3,86,19,NORMAL,37,2018-10-01,0,12511
18,43,São Joaquim,-23.5618,-46.6389,15,32795,65,37,6,REABASTECER,17,2019-03-21,65,12681
10,12,São Judas,-23.6255,-46.6411,41,14516,32,15,19,NORMAL,15,2019-08-17,60,13547
5,22,Faria Lima,-23.5675,-46.6929,25,53529,21,13,33,REABASTECER,31,2019-10-07,65,8557
43,7,Pinheiros,-23.5664,-46.703,33,77058,11,32,24,NORMAL,10,2018-02-01,56,8671
40,20,Pinheiros,-23.5664,-46.703,12,79053,65,79,24,NORMAL,9,2018-02-23,42,8693
15,25,Pinheiros,-23.5664,-46.703,17,76819,36,38,41,NORMAL,12,2018-06-06,49,8796
2,16,Pinheiros,-23.5664,-46.703,43,78946,9,86,29,NORMAL,40,2018-06-10,22,8800
26,32,Pinheiros,-23.5664,-46.703,39,76451,49,22,32,NORMAL,22,2018-10-19,19,8929
34,5,São Judas,-23.6255,-46.6411,41,16182,65,86,43,REABASTECER,43,2018-09-10,56,13210
22,43,Vila Mariana,-23.5895,-46.6346,12,21578,15,65,9,NORMAL,30,2018-12-11,24,14021
16,43,Pinheiros,-23.5664,-46.703,20,78616,13,16,28,NORMAL,36,2018-12-20,42,8990
38,27,São Judas,-23.6255,-46.6411,11,15145,7,60,19,NORMAL,26,2019-05-23,40,13463
43,15,Vila Mariana,-23.5895,-46.6346,5,21532,34,45,16,NORMAL,11,2019-08-23,47,14273
14,23,São Judas,-23.6255,-46.6411,6,13726,26,86,8,REABASTECER,20,2019-07-04,22,13504
5,43,Vila Mariana,-23.5895,-46.6346,41,21111,65,32,43,REABASTECER,10,2019-09-21,51,14301
8,40,Pinheiros,-23.5664,-46.703,33,77718,21,41,9,NORMAL,30,2019-09-25,32,9265
39,37,Vila Mariana,-23.5895,-46.6346,39,21306,55,78,41,NORMAL,38,2018-01-02,60,13682
24,24,Brooklin,-23.6263,-46.6878,39,27457,47,52,7,NORMAL,9,2018-03-16,61,14476
10,11,Brooklin,-23.6263,-46.6878,34,29855,22,86,32,NORMAL,31,2018-03-21,20,14481
34,10,Butantã,-23.5844,-46.7252,38,66775,43,4,23,REABASTECER,34,2018-05-13,40,9493
38,12,Butantã,-23.5844,-46.7252,28,64513,26,65,5,NORMAL,4,2018-10-11,32,9641
3,43,Butantã,-23.5844,-46.7252,21,64228,2,17,28,REABASTECER,13,2018-11-22,65,9682
32,7,Brooklin,-23.6263,-46.6878,41,26288,16,25,14,NORMAL,33,2019-04-28,14,14878
25,43,Brooklin,-23.6263,-46.6878,36,27755,65,1,6,NORMAL,24,2019-04-30,65,14880
23,18,Brooklin,-23.6263,-46.6878,22,26556,57,53,27,NORMAL,43,2019-10-20,45,15050
15,6,Vila Mariana,-23.5895,-46.6346,3,22185,14,46,8,NORMAL,17,2019-09-19,65,14299
28,28,Brooklin,-23.6263,-46.6878,36,29412,49,69,38,NORMAL,29,2019-12-04,57,15094
30,36,Fradique Coutinho,-23.5661,-46.6841,14,35091,14,39,29,NORMAL,19,2018-04-12,22,10182
43,32,Fradique Coutinho,-23.5661,-46.6841,8,35223,47,4,12,REABASTECER,18,2018-07-06,22,10266
16,12,Campo Belo,-23.6188,-46.6823,39,25242,16,48,7,NORMAL,14,2018-09-10,44,15370
4,28,Brooklin,-23.6263,-46.6878,6,29900,65,38,5,REABASTECER,23,2019-01-12,43,14772
32,16,Fradique Coutinho,-23.5661,-46.6841,35,36629,45,59,39,REABASTECER,38,2019-03-22,8,10522
23,28,São Joaquim,-23.5618,-46.6389,43,33543,36,86,33,NORMAL,31,2018-11-22,31,12562
14,9,São Joaquim,-23.5618,-46.6389,14,33374,65,86,24,NORMAL,24,2019-01-06,11,12606
8,32,Eucaliptos,-23.61,-46.6686,8,23871,20,14,13,NORMAL,41,2019-07-19,25,16399
43,20,Eucaliptos,-23.61,-46.6686,35,21889,10,28,7,NORMAL,43,2019-08-24,48,16434
3,30,São Joaquim,-23.5618,-46.6389,17,36304,60,14,43,REABASTECER,19,2019-05-27,65,12747
31,43,São Joaquim,-23.5618,-46.6389,43,34426,53,31,36,NORMAL,41,2019-10-27,9,12897
23,39,Moema,-23.5489,-46.6388,25,20401,63,86,43,NORMAL,31,2018-07-23,23,16763
43,18,Moema,-23.5489,-46.6388,13,19212,40,30,17,NORMAL,9,2018-07-29,46,16769
17,10,Moema,-23.5489,-46.6388,12,18960,53,86,22,NORMAL,20,2018-08-28,51,16798
6,36,Eucaliptos,-23.61,-46.6686,7,22762,30,61,14,REABASTECER,28,2018-12-05,8,16175
